Date,Emission_Type,Emissions_tCO2e,Consumption_Units,is_outlier,Emissions_capped,Year,Month
2020-01-28,Scope 2,64.177233,154153.006,False,64.177233,2020,2020-01
2020-01-29,Scope 1,58.751853000000004,163344.903,False,58.751853000000004,2020,2020-01
2020-01-29,Scope 2,65.858349,163344.903,False,65.858349,2020,2020-01
2020-01-30,Scope 1,61.604358000000005,158867.221,False,61.604358000000005,2020,2020-01
2020-01-30,Scope 2,58.896009,158867.221,False,58.896009,2020,2020-01
2020-01-31,Scope 1,57.665835,163899.61000000002,False,57.665835,2020,2020-01
2020-01-31,Scope 2,66.675168,163899.61000000002,False,66.675168,2020,2020-01
2020-02-01,Scope 1,51.893175,146772.681,False,51.893175,2020,2020-02
2020-02-01,Scope 2,57.4992,146772.681,False,57.4992,2020,2020-02
2020-02-02,Scope 1,52.535697,145969.934,False,52.535697,2020,2020-02
2020-02-02,Scope 2,56.162037,145969.934,False,56.162037,2020,2020-02
2020-02-03,Scope 1,60.421347,168088.514,False,60.421347,2020,2020-02
2020-02-03,Scope 2,66.51648,168088.514,False,66.51648,2020,2020-02
2020-02-04,Scope 1,59.980752,167079.34,False,59.980752,2020,2020-02
2020-02-04,Scope 2,65.208486,167079.34,False,65.208486,2020,2020-02
2020-02-05,Scope 1,55.85778,156913.308,False,55.85778,2020,2020-02
2020-02-05,Scope 2,63.752487,156913.308,False,63.752487,2020,2020-02
2020-02-06,Scope 1,60.479448,164683.514,False,60.479448,2020,2020-02
2020-02-06,Scope 2,63.570648,164683.514,False,63.570648,2020,2020-02
2020-02-07,Scope 1,57.797178,164752.85199999998,False,57.797178,2020,2020-02
2020-02-07,Scope 2,65.616717,164752.85199999998,False,65.616717,2020,2020-02
2020-02-08,Scope 1,52.48113,147012.42,False,52.48113,2020,2020-02
2020-02-08,Scope 2,57.030963,147012.42,False,57.030963,2020,2020-02
2020-02-09,Scope 1,52.279095,140642.42,False,52.279095,2020,2020-02
2020-02-09,Scope 2,53.403765,140642.42,False,53.403765,2020,2020-02
2020-02-10,Scope 1,61.492776,167684.712,False,61.492776,2020,2020-02
2020-02-10,Scope 2,64.452753,167684.712,False,64.452753,2020,2020-02
2020-02-11,Scope 1,57.947535,162783.497,False,57.947535,2020,2020-02
2020-02-11,Scope 2,65.0028,162783.497,False,65.0028,2020,2020-02
2020-02-12,Scope 1,60.250923,165282.345,False,60.250923,2020,2020-02
2020-02-12,Scope 2,65.394594,165282.345,False,65.394594,2020,2020-02
2020-02-13,Scope 1,59.338293,164940.161,False,59.338293,2020,2020-02
2020-02-13,Scope 2,64.949307,164940.161,False,64.949307,2020,2020-02
2020-02-14,Scope 1,59.955672,164109.975,False,59.955672,2020,2020-02
2020-02-14,Scope 2,63.437478,164109.975,False,63.437478,2020,2020-02
2020-02-15,Scope 1,52.519731,147384.931,False,52.519731,2020,2020-02
2020-02-15,Scope 2,57.050424,147384.931,False,57.050424,2020,2020-02
2020-02-16,Scope 1,49.734291,144914.211,False,49.734291,2020,2020-02
2020-02-16,Scope 2,56.194482,144914.211,False,56.194482,2020,2020-02
2020-02-17,Scope 1,62.809446,167368.356,False,62.809446,2020,2020-02
2020-02-17,Scope 2,65.0241,167368.356,False,65.0241,2020,2020-02
2020-02-18,Scope 1,58.832949,160451.527,False,58.832949,2020,2020-02
2020-02-18,Scope 2,62.895618,160451.527,False,62.895618,2020,2020-02
2020-02-19,Scope 1,60.689193,166543.011,False,60.689193,2020,2020-02
2020-02-19,Scope 2,64.047495,166543.011,False,64.047495,2020,2020-02
2020-02-20,Scope 1,61.728756,167829.559,False,61.728756,2020,2020-02
2020-02-20,Scope 2,64.619343,167829.559,False,64.619343,2020,2020-02
2020-02-21,Scope 1,61.869585,168891.685,False,61.869585,2020,2020-02
2020-02-21,Scope 2,64.559913,168891.685,False,64.559913,2020,2020-02
2020-02-22,Scope 1,52.381878,145295.249,False,52.381878,2020,2020-02
2020-02-22,Scope 2,56.398692,145295.249,False,56.398692,2020,2020-02
2020-02-23,Scope 1,53.815053,149150.21600000001,False,53.815053,2020,2020-02
2020-02-23,Scope 2,58.018536,149150.21600000001,False,58.018536,2020,2020-02
2020-02-24,Scope 1,59.886657,169953.085,False,59.886657,2020,2020-02
2020-02-24,Scope 2,65.882049,169953.085,False,65.882049,2020,2020-02
2020-02-25,Scope 1,61.35831,168295.311,False,61.35831,2020,2020-02
2020-02-25,Scope 2,64.884744,168295.311,False,64.884744,2020,2020-02
2020-02-26,Scope 1,62.075277,159994.549,False,62.075277,2020,2020-02
2020-02-26,Scope 2,57.437121000000005,159994.549,False,57.437121000000005,2020,2020-02
2020-02-27,Scope 1,62.305155,163331.544,False,62.305155,2020,2020-02
2020-02-27,Scope 2,60.154278,163331.544,False,60.154278,2020,2020-02
2020-02-28,Scope 1,62.499261000000004,172135.156,False,62.499261000000004,2020,2020-02
2020-02-28,Scope 2,65.384823,172135.156,False,65.384823,2020,2020-02
2020-02-29,Scope 1,53.936298,150605.639,False,53.936298,2020,2020-02
2020-02-29,Scope 2,58.355259000000004,150605.639,False,58.355259000000004,2020,2020-02
2020-03-01,Scope 1,52.843638,146296.996,False,52.843638,2020,2020-03
2020-03-01,Scope 2,55.548372,146296.996,False,55.548372,2020,2020-03
2020-03-02,Scope 1,61.755171,163429.712,False,61.755171,2020,2020-03
2020-03-02,Scope 2,61.628724,163429.712,False,61.628724,2020,2020-03
2020-03-03,Scope 1,60.979704,165462.744,False,60.979704,2020,2020-03
2020-03-03,Scope 2,62.968104,165462.744,False,62.968104,2020,2020-03
2020-03-04,Scope 1,59.894781,168664.421,False,59.894781,2020,2020-03
2020-03-04,Scope 2,65.83764599999999,168664.421,False,65.83764599999999,2020,2020-03
2020-03-05,Scope 1,63.429438,172124.684,False,63.429438,2020,2020-03
2020-03-05,Scope 2,64.41875399999999,172124.684,False,64.41875399999999,2020,2020-03
2020-03-06,Scope 1,59.378847,165328.522,False,59.378847,2020,2020-03
2020-03-06,Scope 2,64.97334000000001,165328.522,False,64.97334000000001,2020,2020-03
2020-03-07,Scope 1,55.730721,150708.703,False,55.730721,2020,2020-03
2020-03-07,Scope 2,58.302633,150708.703,False,58.302633,2020,2020-03
2020-03-08,Scope 1,54.035601,146644.968,False,54.035601,2020,2020-03
2020-03-08,Scope 2,55.904049,146644.968,False,55.904049,2020,2020-03
2020-03-09,Scope 1,61.64484,171232.905,False,61.64484,2020,2020-03
2020-03-09,Scope 2,64.332075,171232.905,False,64.332075,2020,2020-03
2020-03-10,Scope 1,61.847262,167313.562,False,61.847262,2020,2020-03
2020-03-10,Scope 2,61.92399,167313.562,False,61.92399,2020,2020-03
2020-03-11,Scope 1,63.064149,164285.917,False,63.064149,2020,2020-03
2020-03-11,Scope 2,60.897753,164285.917,False,60.897753,2020,2020-03
2020-03-12,Scope 1,59.542683,163951.602,False,59.542683,2020,2020-03
2020-03-12,Scope 2,65.61144,163951.602,False,65.61144,2020,2020-03
2020-03-13,Scope 1,64.655118,172998.133,False,64.655118,2020,2020-03
2020-03-13,Scope 2,63.919611,172998.133,False,63.919611,2020,2020-03
2020-03-14,Scope 1,57.46983,154485.275,False,57.46983,2020,2020-03
2020-03-14,Scope 2,57.232863,154485.275,False,57.232863,2020,2020-03
2020-03-15,Scope 1,54.915543,150366.583,False,54.915543,2020,2020-03
2020-03-15,Scope 2,56.898918,150366.583,False,56.898918,2020,2020-03
2020-03-16,Scope 1,64.694019,167489.54200000002,False,64.694019,2020,2020-03
2020-03-16,Scope 2,61.646064,167489.54200000002,False,61.646064,2020,2020-03
2020-03-17,Scope 1,62.073561,169828.116,False,62.073561,2020,2020-03
2020-03-17,Scope 2,65.982369,169828.116,False,65.982369,2020,2020-03
2020-03-18,Scope 1,63.416669999999996,173963.406,False,63.416669999999996,2020,2020-03
2020-03-18,Scope 2,65.798367,173963.406,False,65.798367,2020,2020-03
2020-03-19,Scope 1,63.401697,166598.837,False,63.401697,2020,2020-03
2020-03-19,Scope 2,62.200809,166598.837,False,62.200809,2020,2020-03
2020-03-20,Scope 1,62.55837,169990.885,False,62.55837,2020,2020-03
2020-03-20,Scope 2,65.011422,169990.885,False,65.011422,2020,2020-03
2020-03-21,Scope 1,54.097326,149991.78,False,54.097326,2020,2020-03
2020-03-21,Scope 2,57.936057000000005,149991.78,False,57.936057000000005,2020,2020-03
2020-03-22,Scope 1,55.369878,150302.659,False,55.369878,2020,2020-03
2020-03-22,Scope 2,56.728263,150302.659,False,56.728263,2020,2020-03
2020-03-23,Scope 1,61.760315999999996,168661.306,False,61.760315999999996,2020,2020-03
2020-03-23,Scope 2,62.320085999999996,168661.306,False,62.320085999999996,2020,2020-03
2020-03-24,Scope 1,65.343537,175487.87,False,65.343537,2020,2020-03
2020-03-24,Scope 2,65.7792,175487.87,False,65.7792,2020,2020-03
2020-03-25,Scope 1,62.137434,164127.132,False,62.137434,2020,2020-03
2020-03-25,Scope 2,61.524708,164127.132,False,61.524708,2020,2020-03
2020-03-26,Scope 1,60.845202,176577.006,False,60.845202,2020,2020-03
2020-03-26,Scope 2,67.833774,176577.006,False,67.833774,2020,2020-03
2020-03-27,Scope 1,63.710565,171154.69,False,63.710565,2020,2020-03
2020-03-27,Scope 2,64.714908,171154.69,False,64.714908,2020,2020-03
2020-03-28,Scope 1,56.247252,155821.477,False,56.247252,2020,2020-03
2020-03-28,Scope 2,58.521222,155821.477,False,58.521222,2020,2020-03
2020-03-29,Scope 1,52.449512999999996,141282.352,False,52.449512999999996,2020,2020-03
2020-03-29,Scope 2,53.114145,141282.352,False,53.114145,2020,2020-03
2020-03-30,Scope 1,67.373337,179709.046,False,67.373337,2020,2020-03
2020-03-30,Scope 2,65.694363,179709.046,False,65.694363,2020,2020-03
2020-03-31,Scope 1,64.716393,174978.364,False,64.716393,2020,2020-03
2020-03-31,Scope 2,65.666544,174978.364,False,65.666544,2020,2020-03
2020-04-01,Scope 1,65.56851,173714.587,False,65.56851,2020,2020-04
2020-04-01,Scope 2,63.672024,173714.587,False,63.672024,2020,2020-04
2020-04-02,Scope 1,60.975732,165855.423,False,60.975732,2020,2020-04
2020-04-02,Scope 2,63.251532,165855.423,False,63.251532,2020,2020-04
2020-04-03,Scope 1,64.888239,173091.866,False,64.888239,2020,2020-04
2020-04-03,Scope 2,63.149766,173091.866,False,63.149766,2020,2020-04
2020-04-04,Scope 1,58.802214,153699.335,False,58.802214,2020,2020-04
2020-04-04,Scope 2,55.961535,153699.335,False,55.961535,2020,2020-04
2020-04-05,Scope 1,56.401071,155876.26,False,56.401071,2020,2020-04
2020-04-05,Scope 2,58.932045,155876.26,False,58.932045,2020,2020-04
2020-04-06,Scope 1,66.679365,176286.789,False,66.679365,2020,2020-04
2020-04-06,Scope 2,63.687588,176286.789,False,63.687588,2020,2020-04
2020-04-07,Scope 1,60.996165,165795.117,False,60.996165,2020,2020-04
2020-04-07,Scope 2,61.641357,165795.117,False,61.641357,2020,2020-04
2020-04-08,Scope 1,65.652363,173350.488,False,65.652363,2020,2020-04
2020-04-08,Scope 2,65.21892,173350.488,False,65.21892,2020,2020-04
2020-04-09,Scope 1,64.78008,174253.173,False,64.78008,2020,2020-04
2020-04-09,Scope 2,63.349401,174253.173,False,63.349401,2020,2020-04
2020-04-10,Scope 1,66.419619,178884.616,False,66.419619,2020,2020-04
2020-04-10,Scope 2,65.157825,178884.616,False,65.157825,2020,2020-04
2020-04-11,Scope 1,54.048144,147239.945,False,54.048144,2020,2020-04
2020-04-11,Scope 2,56.831616,147239.945,False,56.831616,2020,2020-04
2020-04-12,Scope 1,55.068948,153958.467,False,55.068948,2020,2020-04
2020-04-12,Scope 2,58.024128,153958.467,False,58.024128,2020,2020-04
2020-04-13,Scope 1,65.681847,177573.627,False,65.681847,2020,2020-04
2020-04-13,Scope 2,65.247708,177573.627,False,65.247708,2020,2020-04
2020-04-14,Scope 1,62.354304,174884.1,False,62.354304,2020,2020-04
2020-04-14,Scope 2,66.066405,174884.1,False,66.066405,2020,2020-04
2020-04-15,Scope 1,65.356152,171891.51499999998,False,65.356152,2020,2020-04
2020-04-15,Scope 2,60.494661,171891.51499999998,False,60.494661,2020,2020-04
2020-04-16,Scope 1,64.982871,178263.906,False,64.982871,2020,2020-04
2020-04-16,Scope 2,64.313946,178263.906,False,64.313946,2020,2020-04
2020-04-17,Scope 1,62.823969,167905.038,False,62.823969,2020,2020-04
2020-04-17,Scope 2,62.560494,167905.038,False,62.560494,2020,2020-04
2020-04-18,Scope 1,58.700919,156357.38999999998,False,58.700919,2020,2020-04
2020-04-18,Scope 2,57.444492,156357.38999999998,False,57.444492,2020,2020-04
2020-04-19,Scope 1,56.988954,157474.916,False,56.988954,2020,2020-04
2020-04-19,Scope 2,57.32193,157474.916,False,57.32193,2020,2020-04
2020-04-20,Scope 1,62.424561000000004,171261.272,False,62.424561000000004,2020,2020-04
2020-04-20,Scope 2,65.303979,171261.272,False,65.303979,2020,2020-04
2020-04-21,Scope 1,69.151284,180592.621,False,69.151284,2020,2020-04
2020-04-21,Scope 2,65.59548600000001,180592.621,False,65.59548600000001,2020,2020-04
2020-04-22,Scope 1,66.229746,176648.995,False,66.229746,2020,2020-04
2020-04-22,Scope 2,65.289522,176648.995,False,65.289522,2020,2020-04
2020-04-23,Scope 1,65.916417,182665.76,False,65.916417,2020,2020-04
2020-04-23,Scope 2,69.549186,182665.76,False,69.549186,2020,2020-04
2020-04-24,Scope 1,63.907863,175345.563,False,63.907863,2020,2020-04
2020-04-24,Scope 2,64.251102,175345.563,False,64.251102,2020,2020-04
2020-04-25,Scope 1,59.414316,159673.453,False,59.414316,2020,2020-04
2020-04-25,Scope 2,58.560549,159673.453,False,58.560549,2020,2020-04
2020-04-26,Scope 1,55.347768,148915.552,False,55.347768,2020,2020-04
2020-04-26,Scope 2,53.131023,148915.552,False,53.131023,2020,2020-04
2020-04-27,Scope 1,64.36119,171546.218,False,64.36119,2020,2020-04
2020-04-27,Scope 2,63.550068,171546.218,False,63.550068,2020,2020-04
2020-04-28,Scope 1,69.15795,180093.005,False,69.15795,2020,2020-04
2020-04-28,Scope 2,63.178247999999996,180093.005,False,63.178247999999996,2020,2020-04
2020-04-29,Scope 1,65.35782,180362.678,False,65.35782,2020,2020-04
2020-04-29,Scope 2,66.117723,180362.678,False,66.117723,2020,2020-04
2020-04-30,Scope 1,68.797488,181958.871,False,68.797488,2020,2020-04
2020-04-30,Scope 2,64.042902,181958.871,False,64.042902,2020,2020-04
2020-05-01,Scope 1,68.808849,182193.193,False,68.808849,2020,2020-05
2020-05-01,Scope 2,65.624289,182193.193,False,65.624289,2020,2020-05
2020-05-02,Scope 1,58.706145,152166.899,False,58.706145,2020,2020-05
2020-05-02,Scope 2,56.50986,152166.899,False,56.50986,2020,2020-05
2020-05-03,Scope 1,54.690741,144108.906,False,54.690741,2020,2020-05
2020-05-03,Scope 2,53.589798,144108.906,False,53.589798,2020,2020-05
2020-05-04,Scope 1,68.23749,180349.193,False,68.23749,2020,2020-05
2020-05-04,Scope 2,64.085853,180349.193,False,64.085853,2020,2020-05
2020-05-05,Scope 1,67.319907,178076.826,False,67.319907,2020,2020-05
2020-05-05,Scope 2,63.691851,178076.826,False,63.691851,2020,2020-05
2020-05-06,Scope 1,67.90796399999999,178194.307,False,67.90796399999999,2020,2020-05
2020-05-06,Scope 2,63.710451,178194.307,False,63.710451,2020,2020-05
2020-05-07,Scope 1,66.913521,183255.21600000001,False,66.913521,2020,2020-05
2020-05-07,Scope 2,66.161493,183255.21600000001,False,66.161493,2020,2020-05
2020-05-08,Scope 1,62.6838,171142.13,False,62.6838,2020,2020-05
2020-05-08,Scope 2,63.876951,171142.13,False,63.876951,2020,2020-05
2020-05-09,Scope 1,59.876091,159980.35,False,59.876091,2020,2020-05
2020-05-09,Scope 2,56.569014,159980.35,False,56.569014,2020,2020-05
2020-05-10,Scope 1,57.686121,154632.546,False,57.686121,2020,2020-05
2020-05-10,Scope 2,57.301494,154632.546,False,57.301494,2020,2020-05
2020-05-11,Scope 1,67.381947,177553.781,False,67.381947,2020,2020-05
2020-05-11,Scope 2,64.907616,177553.781,False,64.907616,2020,2020-05
2020-05-12,Scope 1,69.069513,166123.25,False,69.069513,2020,2020-05
2020-05-12,Scope 2,54.685674,166123.25,False,54.685674,2020,2020-05
2020-05-13,Scope 1,68.684508,182068.80299999999,False,68.684508,2020,2020-05
2020-05-13,Scope 2,63.830862,182068.80299999999,False,63.830862,2020,2020-05
2020-05-14,Scope 1,65.524821,178565.607,False,65.524821,2020,2020-05
2020-05-14,Scope 2,65.168133,178565.607,False,65.168133,2020,2020-05
2020-05-15,Scope 1,66.890724,179413.209,False,66.890724,2020,2020-05
2020-05-15,Scope 2,64.935912,179413.209,False,64.935912,2020,2020-05
2020-05-16,Scope 1,59.671893,162744.921,False,59.671893,2020,2020-05
2020-05-16,Scope 2,58.915437,162744.921,False,58.915437,2020,2020-05
2020-05-17,Scope 1,61.255707,162112.693,False,61.255707,2020,2020-05
2020-05-17,Scope 2,56.560776000000004,162112.693,False,56.560776000000004,2020,2020-05
2020-05-18,Scope 1,68.44528199999999,182697.47,False,68.44528199999999,2020,2020-05
2020-05-18,Scope 2,66.709272,182697.47,False,66.709272,2020,2020-05
2020-05-19,Scope 1,68.015742,181142.353,False,68.015742,2020,2020-05
2020-05-19,Scope 2,64.967415,181142.353,False,64.967415,2020,2020-05
2020-05-20,Scope 1,68.735694,185005.95200000002,False,68.735694,2020,2020-05
2020-05-20,Scope 2,66.242007,185005.95200000002,False,66.242007,2020,2020-05
2020-05-21,Scope 1,68.521374,187306.462,False,68.521374,2020,2020-05
2020-05-21,Scope 2,67.667136,187306.462,False,67.667136,2020,2020-05
2020-05-22,Scope 1,65.700435,179194.364,False,65.700435,2020,2020-05
2020-05-22,Scope 2,64.134792,179194.364,False,64.134792,2020,2020-05
2020-05-23,Scope 1,59.243031,161791.858,False,59.243031,2020,2020-05
2020-05-23,Scope 2,57.931125,161791.858,False,57.931125,2020,2020-05
2020-05-24,Scope 1,59.896968,157474.645,False,59.896968,2020,2020-05
2020-05-24,Scope 2,55.215306,157474.645,False,55.215306,2020,2020-05
2020-05-25,Scope 1,60.750126,163938.005,False,60.750126,2020,2020-05
2020-05-25,Scope 2,62.595252,163938.005,False,62.595252,2020,2020-05
2020-05-26,Scope 1,69.807633,185223.734,False,69.807633,2020,2020-05
2020-05-26,Scope 2,66.531864,185223.734,False,66.531864,2020,2020-05
2020-05-27,Scope 1,68.077059,176969.866,False,68.077059,2020,2020-05
2020-05-27,Scope 2,62.762109,176969.866,False,62.762109,2020,2020-05
2020-05-28,Scope 1,64.722474,174128.709,False,64.722474,2020,2020-05
2020-05-28,Scope 2,63.95379,174128.709,False,63.95379,2020,2020-05
2020-05-29,Scope 1,69.029337,183828.075,False,69.029337,2020,2020-05
2020-05-29,Scope 2,63.654945,183828.075,False,63.654945,2020,2020-05
2020-05-30,Scope 1,60.127134,160748.93,False,60.127134,2020,2020-05
2020-05-30,Scope 2,57.955940999999996,160748.93,False,57.955940999999996,2020,2020-05
2020-05-31,Scope 1,57.101499,151534.562,False,57.101499,2020,2020-05
2020-05-31,Scope 2,52.565943000000004,151534.562,False,52.565943000000004,2020,2020-05
2020-06-01,Scope 1,68.649333,185359.362,False,68.649333,2020,2020-06
2020-06-01,Scope 2,66.630387,185359.362,False,66.630387,2020,2020-06
2020-06-02,Scope 1,69.401898,185313.481,False,69.401898,2020,2020-06
2020-06-02,Scope 2,66.171516,185313.481,False,66.171516,2020,2020-06
2020-06-03,Scope 1,67.531473,178598.992,False,67.531473,2020,2020-06
2020-06-03,Scope 2,64.430088,178598.992,False,64.430088,2020,2020-06
2020-06-04,Scope 1,68.852418,185830.57,False,68.852418,2020,2020-06
2020-06-04,Scope 2,66.94536599999999,185830.57,False,66.94536599999999,2020,2020-06
2020-06-05,Scope 1,71.223231,181741.94700000001,False,71.223231,2020,2020-06
2020-06-05,Scope 2,61.503903,181741.94700000001,False,61.503903,2020,2020-06
2020-06-06,Scope 1,59.84322,163027.865,False,59.84322,2020,2020-06
2020-06-06,Scope 2,57.347874,163027.865,False,57.347874,2020,2020-06
2020-06-07,Scope 1,58.458081,158110.912,False,58.458081,2020,2020-06
2020-06-07,Scope 2,57.794421,158110.912,False,57.794421,2020,2020-06
2020-06-08,Scope 1,70.394952,184284.048,False,70.394952,2020,2020-06
2020-06-08,Scope 2,64.00692,184284.048,False,64.00692,2020,2020-06
2020-06-09,Scope 1,64.306128,177883.31,False,64.306128,2020,2020-06
2020-06-09,Scope 2,65.83382399999999,177883.31,False,65.83382399999999,2020,2020-06
2020-06-10,Scope 1,65.998749,169436.782,False,65.998749,2020,2020-06
2020-06-10,Scope 2,59.852478,169436.782,False,59.852478,2020,2020-06
2020-06-11,Scope 1,66.032271,170051.811,False,66.032271,2020,2020-06
2020-06-11,Scope 2,61.406655,170051.811,False,61.406655,2020,2020-06
2020-06-12,Scope 1,60.262494000000004,168225.56900000002,False,60.262494000000004,2020,2020-06
2020-06-12,Scope 2,65.601717,168225.56900000002,False,65.601717,2020,2020-06
2020-06-13,Scope 1,60.863976,152140.112,False,60.863976,2020,2020-06
2020-06-13,Scope 2,49.913604,152140.112,False,49.913604,2020,2020-06
2020-06-14,Scope 1,59.752332,157830.48,False,59.752332,2020,2020-06
2020-06-14,Scope 2,58.526874,157830.48,False,58.526874,2020,2020-06
2020-06-15,Scope 1,68.014701,173124.59,False,68.014701,2020,2020-06
2020-06-15,Scope 2,57.502029,173124.59,False,57.502029,2020,2020-06
2020-06-16,Scope 1,69.72189,186278.838,False,69.72189,2020,2020-06
2020-06-16,Scope 2,65.537709,186278.838,False,65.537709,2020,2020-06
2020-06-17,Scope 1,71.937912,188358.836,False,71.937912,2020,2020-06
2020-06-17,Scope 2,65.16561,188358.836,False,65.16561,2020,2020-06
2020-06-18,Scope 1,68.342433,181718.324,False,68.342433,2020,2020-06
2020-06-18,Scope 2,64.106652,181718.324,False,64.106652,2020,2020-06
2020-06-19,Scope 1,71.114538,189061.95,False,71.114538,2020,2020-06
2020-06-19,Scope 2,65.512299,189061.95,False,65.512299,2020,2020-06
2020-06-20,Scope 1,62.134875,159184.092,False,62.134875,2020,2020-06
2020-06-20,Scope 2,54.250638,159184.092,False,54.250638,2020,2020-06
2020-06-21,Scope 1,61.663161,161038.114,False,61.663161,2020,2020-06
2020-06-21,Scope 2,56.68002,161038.114,False,56.68002,2020,2020-06
2020-06-22,Scope 1,68.200449,181578.964,False,68.200449,2020,2020-06
2020-06-22,Scope 2,66.532935,181578.964,False,66.532935,2020,2020-06
2020-06-23,Scope 1,68.999838,186346.717,False,68.999838,2020,2020-06
2020-06-23,Scope 2,66.877926,186346.717,False,66.877926,2020,2020-06
2020-06-24,Scope 1,70.475121,185290.684,False,70.475121,2020,2020-06
2020-06-24,Scope 2,65.468079,185290.684,False,65.468079,2020,2020-06
2020-06-25,Scope 1,70.39451700000001,186214.71600000001,False,70.39451700000001,2020,2020-06
2020-06-25,Scope 2,65.200566,186214.71600000001,False,65.200566,2020,2020-06
2020-06-26,Scope 1,67.271364,182237.489,False,67.271364,2020,2020-06
2020-06-26,Scope 2,66.412335,182237.489,False,66.412335,2020,2020-06
2020-06-27,Scope 1,62.323074,163159.636,False,62.323074,2020,2020-06
2020-06-27,Scope 2,56.756391,163159.636,False,56.756391,2020,2020-06
